1125,-1055521696,,,Niobrara Chalk,Ft. Hays Limestone Lower,,,,,,,5/25/00,5/25/00,
1126,-1055521696,,,Niobrara Chalk,Ft. Hays Limestone Lower,,,,,,,5/25/00,5/25/00,
1127,-1055521696,,,Niobrara Chalk,Ft. Hays Limestone Lower,,,,,,,5/25/00,5/25/00,
1128,-1361853864,,,Greenhorn Ls. Fm.,Jetmore Chalk equiv.,,,,,,,5/25/00,5/25/00,
1130,1327570796,,,Cherokee Shale,,,,,,,,5/25/00,5/25/00,
1131,-1562476269,,,Greenhorn Ls.,Bridge Creek Mbr. (upper),,,,,,,5/25/00,5/25/00,
1132,303951629,,,Mooreville Fm. (base),,,,,,,,5/25/00,5/25/00,
1133,-1454489924,,,Mooreville (at Contact Wi,,,,,,,,5/25/00,5/25/00,
1134,-1615355095,,,Renova Fm.,,M Cabbage Patch,,,,1,,5/25/00,10/1/03,topdog
1136,-1615355095,,,Renova Fm.,,U Cabbage Patch,,,,1,,5/25/00,10/2/03,topdog
1141,,,,,,Flint Creek beds; unit 4,,,,1,,10/2/03,10/2/03,topdog
1143,-1615355095,,,Renova Fm.,,L Cabbage Patch,,,,1,,5/25/00,10/2/03,topdog
1147,1447844273,,,Renova Fm.,Middle Cabbage Patch Beds,,,,,,,5/25/00,5/25/00,
1148,1447844273,,,Renova Fm.,Middle Cabbage Patch Beds,,,,,,,5/25/00,5/25/00,
1149,1447844273,,,Renova Fm.,Lower Cabbage Patch Beds,,,,,,,5/25/00,5/25/00,
1150,407972783,,,House Limestone,,,,,,1,,5/25/00,10/2/03,topdog
1151,2094697939,,,Wheeler,,,,,,,,5/25/00,5/25/00,
1152,-88480455,,,Lead Bell Shale,Spence Tongue (2.4-3.0 M.,,,,,,,5/25/00,5/25/00,
1153,1549533187,,,Mungerebar Ls. Fm.,,,,,,,,5/25/00,5/25/00,
1154,1140840609,,,Shackleton Ls.,,,,,,,,5/25/00,5/25/00,
1155,-1941562851,,,Shackleton Ls.,,,,,,1,,5/25/00,10/2/03,topdog
1158,-1941562851,,,Shackleton Ls.,,,,,,1,,5/25/00,10/2/03,topdog
1160,-242369296,,,New Providence Shale,,,,,,1,,5/25/00,10/2/03,topdog
1164,1173784418,,,New Providence Shale,,,,,,1,,5/25/00,1/30/04,etremain
1168,477978135,,,Brodhead,,,,,,1,,5/25/00,10/6/03,topdog
1169,477978135,,,Brodhead,,,,,,1,,5/25/00,10/6/03,topdog
1170,412060569,,,Floyds Knob,,,,,,1,,5/25/00,10/6/03,topdog
1172,788893147,,,Burlington Limestone,,,,,,1,,5/25/00,10/6/03,topdog
1174,-2016485104,,,Paint Creek,,,,,,1,,5/25/00,10/6/03,topdog
1176,-1570055754,,,Edwardsville,,,,,,1,,5/25/00,10/6/03,topdog
1177,2108109783,,,Winterset Limestone,,,,,,1,,5/25/00,10/6/03,topdog
1186,-668771879,,,Winterset Limestone (uppe,,,,,,1,,5/25/00,10/6/03,topdog
1187,1554761724,,,Lincoln Peak (about 285 M,,,,,,,,5/25/00,5/25/00,
1188,-717093083,,,Graford,Brownwood Shale,,,,,,,5/25/00,5/25/00,
1189,-1622769790,,,Graham,Wayland Shale,,,,,,,5/25/00,5/25/00,
1190,181084154,,,Upper Harpersville,,,,,,,,5/25/00,5/25/00,
1191,-717093083,,,Graford,Brownwood Shale,,,,,,,5/25/00,5/25/00,
1192,181084154,,,Upper Harpersville,,,,,,,,5/25/00,5/25/00,
1193,181084154,,,Upper Harpersville,,,,,,,,5/25/00,5/25/00,
1194,-717093083,,,Graford,Brownwood Shale,,,,,,,5/25/00,5/25/00,
1195,-717093083,,,Graford,Brownwood Shale,,,,,,,5/25/00,5/25/00,
1196,181084154,,,Upper Harpersville,,,,,,,,5/25/00,5/25/00,
1197,181084154,,,Upper Harpersville,,,,,,,,5/25/00,5/25/00,
1198,1525178586,,,Prairie Bluff Chalk,,,,,,,,5/25/00,5/25/00,
1199,-1615355095,,,Renova Fm.,,L Cabbage Patch,,,,1,,5/25/00,10/6/03,topdog
1201,477458214,,,Cherryvale Shale,Westerville Ls.,,,,,,,5/25/00,5/25/00,
1202,-1881762730,,,Plattsburg Fm.,Hickory Creek,,,,,2,,5/25/00,10/6/03,topdog
1203,1374603907,,,Wyandotte Limestone,Quindaro sh,,,,,1,,5/25/00,10/6/03,topdog
1206,-1950432498,,,Stanton Limestone,Little Kaw ls,,,,,1,,5/25/00,10/6/03,topdog
1207,-1106952649,,,Stanton Limestone,Little Kaw ls,,,,,1,,5/25/00,10/6/03,topdog
1208,1252872904,,,Wyandotte Limestone,Argentine ls,,,,,1,,5/25/00,10/6/03,topdog
1209,-1371941428,,,Pottsville,Mercer ls,,,,,1,,5/25/00,10/6/03,topdog
1210,-1801474991,,,Cherryvale Shale,Westerville ls,,,,,1,,5/25/00,10/6/03,topdog
1212,-25082195,,,Stanton Fm. (poss.),,,,,,,,5/25/00,5/25/00,
1213,-885098642,,,Weston Sh.,,,,,,,,5/25/00,5/25/00
1214,1301678979,,,U. Stanton Ls.,,,,,,,,5/25/00,5/25/00
1217,-453980146,,,Howard Limestone,Church Limestone,,,,,,,5/25/00,5/25/00
1218,132022534,,,Lecompton Limestone,Beil Limestone,,,,,,,5/25/00,5/25/00
1219,1907553455,,,Oread Limestone,Plattsmouth Limestone,,,,,,,5/25/00,5/25/00
1220,-327624086,,,Stanton Limestone,Captain Creek Limestone,,,,,,,5/25/00,5/25/00
1221,-1907852377,,,Wood Siding,Brownville Limestone,,,,,,,5/25/00,5/25/00
1222,-714261409,,,Wyandotte Limestone,Argentine Limestone,,,,,,,5/25/00,5/25/00
1223,2143331209,,,Stanton Ls. (near top),,,,,,,,5/25/00,5/25/00
1225,-913165554,,,Upper Coal Measures,,,,,,,,5/25/00,5/25/00
1227,1551459514,,,Winfield,Lauta Limestone,,,,,,,5/25/00,5/25/00
1228,1327570796,,,Cherokee Shale,,,,,,,,5/25/00,5/25/00
1229,1327570796,,,Cherokee Shale,,,,,,,,5/25/00,5/25/00
1230,1327570796,,,Cherokee Shale,,,,,,,,5/25/00,5/25/00
1231,-2081926442,,,Labette Shale,,,,,,,,5/25/00,5/25/00
1232,-150028053,,,Birdsong Shale,,,,,,,,5/25/00,5/25/00
1233,-150028053,,,Birdsong Shale,,,,,,,,5/25/00,5/25/00
1234,-484593978,,,Caballero,,,,,,,,5/25/00,5/25/00
1235,116820580,,,Caballero (lower Part),,,,,,,,5/25/00,5/25/00
1236,1372598043,,,Plattsburg Ls.,,,,,,,,5/25/00,5/25/00
1237,1372598043,,,Plattsburg Ls.,,,,,,,,5/25/00,5/25/00
1238,1140840609,,,Shackleton Ls.,,,,,,,,5/25/00,5/25/00
1239,144033372,,,Wood Siding Fm.,(Caneyville Ls.),,,,,,,5/25/00,5/25/00
1240,1907553455,,,Oread Limestone,Plattsmouth Limestone,,,,,,,5/25/00,5/25/00
1241,-327624086,,,Stanton Limestone,Stoner Limestone,,,,,,,5/25/00,5/25/00
1242,-468833676,,,Plattsburg Limestone,Hickory Creek Shale,,,,,,,5/25/00,5/25/00
1243,-913165554,,,Upper Coal Measures,,,,,,,,5/25/00,5/25/00
1244,918365982,,,Drum Limestone,,,,,,,,5/25/00,5/25/00
1245,1819249343,,,Hertha Limestone (q),,,,,,,,5/25/00,5/25/00
1246,918365982,,,Drum Limestone,,,,,,,,5/25/00,5/25/00
1247,190916035,,,Scranton Shale,,,,,,,,5/25/00,5/25/00
1248,-913165554,,,Upper Coal Measures,,,,,,,,5/25/00,5/25/00
1249,477458214,,,Cherryvale Shale,,,,,,,,5/25/00,5/25/00
1250,477458214,,,Cherryvale Shale,Westerville Limestone,,,,,,,5/25/00,5/25/00
1251,-765917126,,,Fillmore Limestone 10 Ft,,,,,,,,5/25/00,5/25/00
1252,-1207974081,,,Carlile Shale,Blue Hill Member,,,,,,,5/25/00,5/25/00
1253,-337524481,,,Eiss Ls.,,,,,,,,5/25/00,5/25/00
1254,-356672305,,,Caballero (3' Above Base),,,,,,,,5/25/00,5/25/00
1255,-484593978,,,Caballero,,,,,,,,5/25/00,5/25/00
1256,75041858,,,Lake Valley (10' Above Ta,Alamogordo,,,,,,,5/25/00,5/25/00
1258,-1471840539,,,Lake Valley,Alamogordo,,,,,,,5/25/00,5/25/00
1259,-484593978,,,Caballero,,,,,,,,5/25/00,5/25/00
1260,947378235,,,Niobrara,,,,,,,,5/25/00,5/25/00
1262,1045095193,,,Mahto,,,,,,,,5/25/00,5/25/00
1263,180713205,,,Kaibab Limestone (upper),,,,,,,,5/25/00,5/25/00
1266,477458214,,,Cherryvale Shale,Westerville Limestone,,,,,,,5/25/00,5/25/00
1267,477458214,,,Cherryvale Shale,Westerville Limestone,,,,,,,5/25/00,5/25/00
1268,-913165554,,,Upper Coal Measures,,,,,,,,5/25/00,5/25/00
1269,295898514,,,Chouteau,,,,,,,,5/25/00,5/25/00
1270,1588341653,,,Caballero (top),,,,,,,,5/25/00,5/25/00
1271,1588341653,,,Caballero (top),,,,,,,,5/25/00,5/25/00
1272,-484593978,,,Caballero,,,,,,,,5/25/00,5/25/00
1273,2094697939,,,Wheeler,,,,,,,,5/25/00,5/25/00
1274,1939538316,,,Greenhorn Fm.,(Jetmore Mbr.),,,,,,,5/25/00,5/25/00
1275,-2028773910,,,Blue Hill Sh. (top),,,,,,,,5/25/00,5/25/00
1276,918365982,,,Drum Limestone,,,,,,,,5/25/00,5/25/00
1277,555497783,,,Beattie Limestone,Florena Shale,,,,,,,5/25/00,5/25/00
1279,477458214,,,Cherryvale Shale,Westerville Ls.,,,,,,,5/25/00,5/25/00
1280,477458214,,,Cherryvale Shale,Westerville Limestone,,,,,,,5/25/00,5/25/00
1282,2002559726,,,Deer Creek Limestone,,,,,,,,5/25/00,5/25/00
1283,-913165554,,,Upper Coal Measures,Osage Coal,,,,,,,5/25/00,5/25/00
1284,918365982,,,Drum Limestone,,,,,,,,5/25/00,5/25/00
1285,-913165554,,,Upper Coal Measures,,,,,,,,5/25/00,5/25/00
1286,1907553455,,,Oread Limestone,Plattsmouth Limestone,,,,,,,5/25/00,5/25/00
1287,1907553455,,,Oread Limestone,Plattsmouth Limestone,,,,,,,5/25/00,5/25/00,
1288,-327624086,,,Stanton Limestone,,,,,,,,5/25/00,5/25/00,
1289,-327624086,,,Stanton Limestone,Meadow Limestone,,,,,,,5/25/00,5/25/00,
1290,-844589418,,,Wyandotte,,,,,,,,5/25/00,5/25/00,
1291,477458214,,,Cherryvale Shale,Westerville Limestone,,,,,,,5/25/00,5/25/00,
1292,-484593978,,,Caballero,,,,,,,,5/25/00,5/25/00,
1293,-1386859631,,,Spring Branch Limestone,Lecompton Limestone,,,,,,,5/25/00,5/25/00,
1294,-196338243,,,Fernvale,,,,,,1,,5/25/00,10/6/03,topdog
1295,1087006261,,,Catheys Limestone,,,,,,1,,5/25/00,10/6/03,topdog
1296,-1031820092,,,Blanchester (waynesville),Blanchester,,,,,1,,5/25/00,10/7/03,topdog
1303,2143331209,,,Stanton Ls. (near top),,,,,,,,5/25/00,5/25/00,
1304,-404163330,,,Marble Falls Limestone,,,,,,1,,5/25/00,10/7/03,topdog
1305,-1913682070,,,Garner,Mingus sh,,,,,1,,5/25/00,10/7/03,topdog
1309,854345551,,,Thrifty,Chaffin ls,,,,,1,,5/25/00,10/7/03,topdog
1312,-1622769790,,,Graham,South Bend sh,,,,,1,,5/25/00,10/7/03,topdog
1314,854345551,,,Thrifty,Blach Ranch ls,,,,,1,,5/25/00,10/7/03,topdog
1316,1574612623,,,Dornick Hills,Pumpkin Creek ls,,,,,1,,5/25/00,10/7/03,topdog
1317,854345551,,,Thrifty,Belknap ls,,,,,1,,5/25/00,10/7/03,topdog
1319,973128195,,,Marble Falls Limestone,,,,,,1,,5/25/00,10/7/03,topdog
1320,262899506,,,Cabaniss,Mineral Coal Caprock,,,,,1,,5/25/00,10/7/03,topdog
1322,-2048592976,,,Millsap Lake,,,,,,1,,5/25/00,10/7/03,topdog
1323,25533432,,,Spence Sh. (talus),,,,,,,,5/25/00,5/25/00,
1324,-115966791,,,Pueblo,Waldrip sh,,,,,1,,5/25/00,10/7/03,topdog
1325,-2138821207,,,Secret Canyon,,,,,,1,,5/25/00,10/7/03,topdog
1326,1348563653,,,Spence Shale,,,,,,1,,5/25/00,1/30/04,etremain
1327,-1826564843,,,Ute & Blacksmith Limeston,,,,,,1,,5/25/00,10/7/03,topdog
1328,-1294037171,,,Lincoln Peak Fm.,,,,,,,,5/25/00,5/25/00,
1330,-93495218,,,Pioche Sh. Fm.,Combined Metals,,,,,1,,5/25/00,10/7/03,topdog
1331,56203032,,,Pioche Sh. Fm.,Susan Duster,,,,,1,,5/25/00,10/7/03,topdog
1333,-1652848413,,,Pioche Sh. Fm.,Combined Metals,,,,,1,,5/25/00,10/7/03,topdog
1334,1547453891,,,Pioche Sh. Fm.,Combined Metals,,,,,1,,5/25/00,10/7/03,topdog
1336,-1485351177,,,Pioche Sh. Fm.,Combined Metals1,,,,,1,,5/25/00,10/7/03,topdog
1337,-787867376,,,Pioche Sh. Fm.,A-shale,,,,,1,,5/25/00,10/7/03,topdog
1338,86641154,,,Pioche Sh. Fm.,A-shale,,,,,1,,5/25/00,10/8/03,topdog
1342,347415656,,,Pioche Sh. Fm.,Susan Duster,,,,,1,,5/25/00,10/8/03,topdog
1343,-1491287313,,,Marjum,,,,,,1,,5/25/00,10/8/03,topdog
1344,-1491287313,,,Marjum,,,,,,1,,5/25/00,10/8/03,topdog
1345,-1491287313,,,Marjum,,,,,,,,5/25/00,5/25/00,
1346,-1491287313,,,Marjum,,,,,,,,5/25/00,5/25/00,
1347,-262342932,,,Spence Shale,,,,,,1,,5/25/00,10/8/03,topdog
1351,-1150214830,,,Spence Shale,,,,,,,,5/25/00,5/25/00,
1352,-946634586,,,Spence Sh. Fm.,,,,,,1,,5/25/00,10/8/03,topdog
1354,-1150214830,,,Spence Shale,,,,,,,,5/25/00,5/25/00,
1355,2094697939,,,Wheeler,,,,Ptychagnostus atavus,,1,,5/25/00,10/8/03,topdog
1356,2094697939,,,Wheeler Fm,,,,,,1,,5/25/00,10/8/03,topdog
1357,2094697939,,,Wheeler Fm (upper 30 M),,,,,,1,,5/25/00,10/8/03,topdog
1358,101033329,,,Lead Bell Sh,,,,,,1,,5/25/00,10/8/03,topdog
1359,76861031,,,Lead Bell Sh,,,,,,1,,5/25/00,10/9/03,topdog
1360,-2074174832,,,Bloomington Fm,Hodges sh,,,,,1,,5/25/00,10/9/03,topdog
1361,1909755494,,,Lead Bell Sh,,,,,,1,,5/25/00,10/9/03,topdog
1362,184119037,,,Spence Sh,,,,,,1,,5/25/00,10/9/03,topdog
1363,1360108850,,,Ute Fm,,,,,,1,,5/25/00,10/9/03,topdog
1364,299650825,,,Wheeler Fm,,,,,,1,,5/25/00,10/9/03,topdog
1367,2127176444,,,Wheeler Fm,,,,,,,,5/25/00,5/25/00,
1368,-1491287313,,,Marjum,,,,,,,,5/25/00,5/25/00,
1369,-1491287313,,,Marjum,,,,,,,,5/25/00,5/25/00,
1370,2094697939,,,Wheeler,,,,,,,,5/25/00,5/25/00,
1371,2094697939,,,Wheeler Fm.,,,,,,1,,5/25/00,10/9/03,topdog
1379,2094697939,,,Wheeler,,,,,,,,5/25/00,5/25/00,
1380,2094697939,,,Wheeler,,,,,,,,5/25/00,5/25/00,
1381,2094697939,,,Wheeler,,,,,,,,5/25/00,5/25/00,
1382,-1150214830,,,Spence Shale,,,,,,,,5/25/00,5/25/00,
1383,-1779803902,,,Marjum Fm.,,,,,,,,5/25/00,5/25/00,
1384,-1779803902,,,Marjum Fm.,,,,,,,,5/25/00,5/25/00,
1385,-1779803902,,,Marjum Fm.,,,,,,,,5/25/00,5/25/00,
1386,-1491287313,,,Marjum,Brown Shale About 60 M Ab,,,,,,,5/25/00,5/25/00,
1387,1350219429,,,Marjum Fm,,,,,,,,5/25/00,5/25/00,
1388,1350219429,,,Marjum Fm,,,,,,,,5/25/00,5/25/00,
1389,-1491287313,,,Marjum,,,,,,,,5/25/00,5/25/00,
1390,-1491287313,,,Marjum,,,,,,,,5/25/00,5/25/00,
1391,-1491287313,,,Marjum,,,,,,,,5/25/00,5/25/00,
1392,2094697939,,,Wheeler,,,,,,1,,5/25/00,10/9/03,topdog
1400,-1491287313,,,Marjum,,,,,,1,,5/25/00,10/9/03,topdog
1404,2094697939,,,Wheeler,,,,,,1,,5/25/00,10/9/03,topdog
1406,-1491287313,,,Marjum,,,,,,1,,5/25/00,10/9/03,topdog
1411,581407854,,,Spence Shale,Spence sh,,,,,1,,5/25/00,10/9/03,topdog
1428,-548833122,,,Lincoln Peak,,,,,,,,5/25/00,5/25/00,
1429,-1491287313,,,Marjum  Fm.,,,,,,1,,5/25/00,10/9/03,topdog
1434,875374453,,,Chisholm,,,,,,,,5/25/00,5/25/00,
1435,2094697939,,,Wheeler,,,,,,,,5/25/00,5/25/00,
1436,559696848,,,Spence Shale Middle [q],,,,,,,,5/25/00,5/25/00,
1437,-843459733,,,Spence Shale Middle,,,,,,,,5/25/00,5/25/00,
1438,-843459733,,,Spence Shale Middle,,,,,,,,5/25/00,5/25/00,
1439,559696848,,,Spence Shale Middle [q],,,,,,,,5/25/00,5/25/00,
1440,-843459733,,,Spence Shale Middle,,,,,,,,5/25/00,5/25/00,
1441,-843459733,,,Spence Shale Middle,,,,,,,,5/25/00,5/25/00,
1442,-1150214830,,,Spence Shale,,,,,,,,5/25/00,5/25/00,
1443,-1150214830,,,Spence Shale,,,,,,,,5/25/00,5/25/00,
1444,-1150214830,,,Spence Shale,,,,,,,,5/25/00,5/25/00,
1445,-1150214830,,,Spence Shale,,,,,,,,5/25/00,5/25/00,
1446,-1150214830,,,Spence Shale,,,,,,,,5/25/00,5/25/00,
1447,-843459733,,,Spence Shale Middle,,,,,,,,5/25/00,5/25/00,
1448,-2132253389,,,Spence Sh. (middle),,,,,,,,5/25/00,5/25/00,
1449,2094697939,,,Wheeler,,,,,,,,5/25/00,5/25/00,
1450,83985444,,,Geddes Limestone (probabl,,,,,,1,,5/25/00,10/9/03,topdog
1451,2040539604,,,Secret Canyon (lower Shal,,,,,,,,5/25/00,5/25/00,
1452,-548833122,,,Lincoln Peak,Drewes,,,,,1,,5/25/00,10/9/03,topdog
1453,-1491287313,,,Marjum (talus 50-70 M Abo,,,,,,1,,5/25/00,10/13/03,topdog
1454,2094697939,,,Wheeler,,,,,,,,5/25/00,5/25/00,
1455,-1148075563,,,Wheeler (about 100 M Belo,,,,,,,,5/25/00,5/25/00,
1456,1287303491,,,Wheeler Fm. (upermost 30 m),,,,,,,,5/25/00,5/25/00,
1457,687591111,,,Wheeler (upper 30 M),,,,,,,,5/25/00,5/25/00,
1458,687591111,,,Wheeler (upper 30 M),,,,,,,,5/25/00,5/25/00,
1459,-1542833048,,,Emigrant Springs Limeston,Member A,top,,,,1,,5/25/00,10/13/03,topdog
1461,790878208,,,Emigrant Springs Limeston,Member B,,,,,1,,5/25/00,10/13/03,topdog
1463,821128582,,,Emigrant Springs Limeston,B,,,,,1,,5/25/00,10/13/03,topdog
1467,2094697939,,,Wheeler (about 61 M Above,,,,,,1,,5/25/00,10/13/03,topdog
1468,-1491287313,,,Marjum Fm. (305 m above base),,,,,,1,,5/25/00,10/13/03,topdog
1469,-1491287313,,,Marjum,,,,,,1,,5/25/00,10/13/03,topdog
1470,-2138821207,,,Secret Canyon (303 M Abov,,,,,,1,,5/25/00,10/13/03,topdog
1471,2094697939,,,Wheeler (31 M Above Base),,,,,,1,,5/25/00,10/13/03,topdog
1472,-1491287313,,,Marjum (about 15 M Above,,,,,,1,,5/25/00,10/13/03,topdog
1473,-1788825856,,,Marjum Fm. (50' above base),,,,,,,,5/25/00,5/25/00,
1474,-1779803902,,,Marjum Fm.,brown sh. 60m above base,,,,,,,5/25/00,5/25/00,
1475,-1011477610,,,Marjum (brown Sh About 60,,,,,,,,5/25/00,5/25/00,
1476,-548833122,,,Lincoln Peak (2.4 M Above,,,,,,1,,5/25/00,10/13/03,topdog
1477,-1491287313,,,Marjum (23-38 M Above Bas,,,,,,1,,5/25/00,10/13/03,topdog
1478,-1491287313,,,Marjum (about 135 M Above,,,,,,1,,5/25/00,10/13/03,topdog
1479,-1491287313,,,Marjum (about 141 M Above,,,,,,1,,5/25/00,10/13/03,topdog
1480,-1482725080,,,Marjum (about 300 M Above,,,,,,,,5/25/00,5/25/00,
1481,-1491287313,,,Marjum (38-46 M Above Bas,,,,,,1,,5/25/00,10/13/03,topdog
1482,-1491287313,,,Marjum (57 M Above Base),,,,,,1,,5/25/00,10/21/03,topdog
1483,1090050549,,,Weeks (about 43 M Above B,,,,,,1,,5/25/00,10/21/03,topdog
1484,-1491287313,,,Marjum (about 244 M Above,,,,,,1,,5/25/00,10/21/03,topdog
1485,-1491287313,,,Marjum (244+ M Above Base,,,,,,1,,5/25/00,10/21/03,topdog
1486,-1491287313,,,Marjum (137 M Above Base),,,,,,1,,5/25/00,10/21/03,topdog
1487,-1491287313,,,Marjum (about 183 M Above,,,,,,1,,5/25/00,10/21/03,topdog
1488,-1491287313,,,Marjum (about 64 M Above,,ls bed,,,,1,,5/25/00,10/21/03,topdog
1489,1101325935,,,Spence Sh.; 3-5 m below top,,,,,,,,5/25/00,5/25/00,
1490,564183172,,,Forest Hills Fm.,,,,,,,,5/25/00,5/25/00,
1491,564183172,,,Forest Hills Fm.,,,,,,,,5/25/00,5/25/00,
1492,-1492786503,,,Geddes Limestone,,,,,,1,,5/25/00,10/21/03,topdog
1493,-548833122,,,Lincoln Peak,,,,,,1,,5/25/00,10/21/03,topdog
1494,2073375881,,,Geddes Limestone (upper 3,,,,,,,,5/25/00,5/25/00,
1495,1621029398,,,Weeks (about 20 M Above B,,,,,,1,,5/25/00,10/21/03,topdog
1496,-1491287313,,,Marjum (near Top),,,,,,1,,5/25/00,10/21/03,topdog
1497,-1491287313,,,Marjum (140 M Above Base),,,,,,1,,5/25/00,10/21/03,topdog
1498,-1320750725,,,Wheeler Shale Upper 30 M,,,,,,,,5/25/00,5/25/00,
1499,-1148075563,,,Wheeler (about 100 M Belo,,,,,,,,5/25/00,5/25/00,
1500,-117149582,,,Wheeler (about 100 M From,,,,,,,,5/25/00,5/25/00,
1501,-1148075563,,,Wheeler (about 100 M Belo,,,,,,,,5/25/00,5/25/00,
1502,-1148075563,,,Wheeler (about 100 M Belo,,,,,,,,5/25/00,5/25/00,
1503,-1749298619,,,Secret Canyon Fm Of Fritz,,,,,,,,5/25/00,5/25/00,
1504,1056480942,,,Swasey-wheeler Passage Be,,,,,,,,5/25/00,5/25/00,
1505,1056480942,,,Swasey-wheeler Passage Be,,,,,,,,5/25/00,5/25/00,
1506,1056480942,,,Swasey-wheeler Passage Be,,,,,,,,5/25/00,5/25/00,
1507,1452410708,,,Wheeler Shale (basal 10'),,,,,,,,5/25/00,5/25/00,
1508,1452410708,,,Wheeler Shale (basal 10'),,,,,,,,5/25/00,5/25/00,
1509,1452410708,,,Wheeler Shale (basal 10'),,,,,,,,5/25/00,5/25/00,
1510,1452410708,,,Wheeler Shale (basal 10'),,,,,,,,5/25/00,5/25/00,
1511,897703094,,,Secret Canyon (30' Above,,,,,,,,5/25/00,5/25/00,
1512,-1749298619,,,Secret Canyon Fm Of Fritz,,,,,,,,5/25/00,5/25/00,
1513,328100481,,,Swasey-Wheeler pass. beds,,,,,,,,5/25/00,5/25/00,
1514,914658175,,,Wheeler Shale (about 200',,,,,,,,5/25/00,5/25/00,
1515,1002819501,,,Wheeler Shale (90' Above,,,,,,1,,5/25/00,10/21/03,topdog
1519,2094697939,,,Wheeler (166' Above Base),,,,,,1,,5/25/00,10/21/03,topdog
1520,2094697939,,,Wheeler (171' From Base),,,,,,1,,5/25/00,10/21/03,topdog
1521,2094697939,,,Wheeler (251' Above Base),,,,,,1,,5/25/00,10/21/03,topdog
1522,2094697939,,,Wheeler (concretion From,,,,,,1,,5/25/00,10/21/03,topdog
1523,-905944783,,,Wheeler (concretion From,,,,,,,,5/25/00,5/25/00,
1524,-905944783,,,Wheeler (concretion From,,,,,,,,5/25/00,5/25/00,
1525,-1690254907,,,Wheeler Shale (talus From,,,,,,,,5/25/00,5/25/00,
1526,-1690254907,,,Wheeler Shale (talus From,,,,,,,,5/25/00,5/25/00,
1527,-1690254907,,,Wheeler Shale (talus From,,,,,,,,5/25/00,5/25/00,
1528,-1690254907,,,Wheeler Shale (talus From,,,,,,,,5/25/00,5/25/00,
1529,-1690254907,,,Wheeler Shale (talus From,,,,,,,,5/25/00,5/25/00,
1530,-1690254907,,,Wheeler Shale (talus From,,,,,,,,5/25/00,5/25/00,
1531,-1690254907,,,Wheeler Shale (talus From,,,,,,,,5/25/00,5/25/00,
1532,-1690254907,,,Wheeler Shale (talus From,,,,,,,,5/25/00,5/25/00,
1533,-1690254907,,,Wheeler Shale (talus From,,,,,,,,5/25/00,5/25/00,
1534,2094697939,,,Wheeler (fossil Ledge),,,,,,1,,5/25/00,10/21/03,topdog
1535,-257746018,,,Wheeler (fossil Ledge),,,,,,,,5/25/00,5/25/00,
1536,-257746018,,,Wheeler (fossil Ledge),,,,,,,,5/25/00,5/25/00,
1537,-257746018,,,Wheeler (fossil Ledge),,,,,,,,5/25/00,5/25/00,
1538,-1562476269,,,Greenhorn ls.,Jetmore mbr.,,,,,,,5/25/00,5/25/00,
1539,1462211805,,,Deer Creek Limestone,L Rock Bluff ls,,,,,1,,5/25/00,10/22/03,topdog
1540,2094697939,,,Wheeler,,,,,,,,5/25/00,5/25/00,
1541,2094697939,,,Wheeler,,,,,,,,5/25/00,5/25/00,
1542,2094697939,,,Wheeler,,,,,,,,5/25/00,5/25/00,
1543,2094697939,,,Wheeler,,,,,,,,5/25/00,5/25/00,
1544,2094697939,,,Wheeler,,,,,,1,,5/25/00,10/28/03,topdog
1546,2094697939,,,Wheeler,,,,,,,,5/25/00,5/25/00,
1547,-1150214830,,,Spence Shale,,,,,,,,5/25/00,5/25/00,
1548,-1150214830,,,Spence Shale,,,,,,,,5/25/00,5/25/00,
1549,2094697939,,,Wheeler,,,,,,,,5/25/00,5/25/00,
1550,-793178718,,,Wheeler Shale (upper 30 M,,,,,,,,5/25/00,5/25/00,
1551,-1078717999,,,Lead Bell Sh.,,,,,,1,,5/25/00,10/28/03,topdog
1552,-548833122,,,Lincoln Peak Fm.,,,,,,1,,5/25/00,10/28/03,topdog
1553,-548833122,,,Lincoln Peak,,,,,,,,5/25/00,5/25/00,
1554,1230698640,,,Lead Bell Shale,,,,,,1,,5/25/00,10/29/03,topdog
1555,-1725806980,,,Hamburg Ls. -12' blw. top,,,,,,1,,5/25/00,10/29/03,topdog
1556,8524603,,,Hamburg Ls. -11' blw. top,,,,,,1,,5/25/00,10/29/03,topdog
1557,-548833122,,,Lincoln Peak,,,,,,,,5/25/00,5/25/00,
1558,2045028004,,,Lecompton Ls. Fm.,Beil Ls. Mbr.,,,,,,,5/25/00,5/25/00,
1559,1462211805,,,Deer Creek Limestone,,,,,,1,,5/25/00,10/29/03,topdog
1560,-1881762730,,,Oread Limestone,,,,,,1,,5/25/00,10/29/03,topdog
1561,-195402302,,,Plattsburg Limestone,Spring Hill ls,,,,,1,,5/25/00,10/29/03,topdog
1562,262899506,,,Cabaniss Fm.,Verdigris ls,,,,,1,,5/25/00,10/29/03,topdog
1563,-195402302,,,Plattsburg Limestone,Spring Hill ls,,,,,1,,5/25/00,10/29/03,topdog
1564,-1145646011,,,Dennis Limestone,Winterset ls,,,,,1,,5/25/00,10/29/03,topdog
1565,262899506,,,Cabaniss,Mineral Coal Cap,,,,,,,5/25/00,10/29/03,topdog
